edad,frecuenciaCompra,montoPromedio,diasUltimaCompra,satisfaccion,totalHistorico,cantidadProductos,usaTarjeta,recompra
40,6,96136,79,2.0,576816,11,1,1
40,17,279495,27,1.9,4751415,2,0,1
25,5,375569,65,3.4,1877845,7,1,0
31,4,65484,120,1.7,261936,3,1,0
69,6,242281,7,1.7,1453686,6,0,1
40,13,235595,130,3.5,3062735,8,1,1
49,8,230642,43,4.1,1845136,14,0,1
41,5,57997,104,3.0,289985,5,1,0
33,18,74644,78,3.3,1343592,11,1,1
61,20,321080,151,4.8,6421600,3,0,1
25,4,130560,159,3.4,522240,4,1,0
54,8,194826,58,1.8,1558608,4,0,0
37,16,251038,41,2.8,4016608,6,1,1
45,15,240468,22,4.9,3607020,2,0,1
52,16,66065,93,4.6,1057040,3,1,1
21,17,342554,44,3.5,5823418,14,0,0
49,4,315420,14,1.7,1261680,2,1,1
69,7,227642,98,1.1,1593494,9,1,1
23,19,346331,72,4.6,6580289,15,0,1
56,18,415340,74,2.2,7476120,10,1,1
31,2,44704,127,2.2,89408,11,1,0
52,15,256612,111,3.5,3849180,6,0,0
33,13,440444,62,1.5,5725772,11,1,1
56,16,320939,142,4.3,5135024,7,0,1
34,14,71951,88,1.2,1007314,7,0,0
62,14,151804,40,2.4,2125256,7,0,0
30,3,447795,15,2.8,1343385,12,1,1
57,17,143433,103,3.5,2438361,4,1,1
36,14,275988,6,4.6,3863832,9,0,1
66,17,30680,54,2.2,521560,7,1,1
38,9,156452,27,1.6,1408068,14,0,1
30,9,354878,7,2.5,3193902,6,0,1
45,15,47126,167,4.5,706890,7,1,1
20,4,154071,66,3.0,616284,1,0,0
61,4,216139,175,3.1,864556,10,0,0
27,14,495962,99,1.0,6943468,9,1,1
46,2,229549,77,2.8,459098,2,0,0
63,7,207569,157,3.2,1452983,5,0,0
28,7,367734,65,3.7,2574138,1,0,0
18,15,11466,63,1.5,171990,6,1,0
61,18,250563,92,1.7,4510134,13,1,1
37,14,199968,177,3.3,2799552,15,1,1
35,9,235499,49,4.3,2119491,10,0,1
53,16,124517,46,2.6,1992272,14,0,0
23,10,83666,74,4.4,836660,7,0,1
59,14,48744,25,4.6,682416,4,1,1
66,7,410521,86,3.4,2873647,1,1,1
42,16,16693,21,4.3,267088,3,0,1
29,3,45372,88,2.4,136116,10,1,0
24,19,465923,60,2.0,8852537,15,0,0
49,20,493660,162,3.6,9873200,8,0,0
42,19,457028,123,3.1,8683532,5,1,1
48,4,368530,34,4.4,1474120,1,1,1
21,5,221618,100,2.9,1108090,11,1,0
24,16,268915,30,3.5,4302640,4,0,0
18,1,32079,157,1.6,32079,4,1,0
18,13,253475,27,2.2,3295175,1,1,1
46,10,113616,58,4.3,1136160,13,1,1
39,8,470352,6,1.6,3762816,14,1,1
35,10,321792,169,2.2,3217920,1,1,1
35,16,77080,34,1.7,1233280,7,1,1
45,10,139323,177,2.5,1393230,5,1,1
42,3,324948,25,3.6,974844,8,0,0
64,20,191869,98,2.8,3837380,4,0,0
36,15,357889,34,3.5,5368335,1,1,1
31,7,34521,18,3.7,241647,14,1,1
69,18,263185,63,3.0,4737330,10,0,0
20,5,22272,152,1.1,111360,15,1,0
59,19,184755,97,2.9,3510345,4,0,0
42,4,101640,55,4.6,406560,1,0,0
29,12,184447,166,1.6,2213364,5,0,0
67,20,300281,69,1.6,6005620,13,1,1
39,17,351389,149,4.0,5973613,2,0,1
45,11,126950,91,1.2,1396450,7,1,1
69,5,26535,137,2.5,132675,12,0,0
31,6,66782,98,3.7,400692,10,1,1
32,11,387048,154,2.3,4257528,2,1,1
37,6,305696,143,3.1,1834176,8,1,1
19,20,58411,3,2.3,1168220,4,1,1
29,16,393577,144,1.1,6297232,1,0,0
35,13,279857,133,2.9,3638141,7,1,1
53,1,7623,57,2.2,7623,2,1,0
41,5,343847,138,1.8,1719235,13,1,0
19,12,330481,152,3.1,3965772,7,1,1
26,16,447812,100,2.6,7164992,8,0,0
42,11,450208,139,2.0,4952288,12,1,1
46,12,41027,129,1.6,492324,1,0,0
49,19,56408,65,4.3,1071752,4,1,1
29,14,468044,30,2.2,6552616,7,1,1
39,9,426738,24,1.3,3840642,3,0,1
25,8,178121,145,4.6,1424968,5,1,1
50,8,301152,174,1.1,2409216,8,1,1
44,4,7855,110,2.6,31420,14,1,0
60,11,418707,149,3.0,4605777,11,1,1
34,3,446563,169,2.1,1339689,10,1,0
68,17,441927,106,2.2,7512759,7,1,1
44,4,177879,16,1.2,711516,8,1,1
43,11,493702,113,2.3,5430722,5,1,1
49,10,281388,29,1.7,2813880,3,0,1
61,18,313740,57,3.1,5647320,13,1,1
47,10,453155,103,4.6,4531550,13,1,1
24,20,176019,174,3.3,3520380,9,0,0
65,3,229937,123,4.3,689811,9,1,1
59,7,473446,99,2.3,3314122,9,0,0
30,4,387273,139,1.3,1549092,11,1,0
51,18,309997,25,3.6,5579946,5,1,1
51,11,341040,62,1.1,3751440,14,0,0
61,11,145305,40,4.3,1598355,7,1,1
23,4,291059,92,2.1,1164236,4,0,0
37,1,325285,151,4.4,325285,9,1,1
42,10,467452,65,4.8,4674520,6,1,1
42,16,277650,62,2.3,4442400,3,1,1
28,12,286043,158,2.6,3432516,2,1,1
63,2,299931,31,3.7,599862,1,1,0
49,20,173408,154,2.2,3468160,10,0,0
24,20,370182,97,2.9,7403640,6,1,1
55,6,436091,56,1.6,2616546,9,0,0
62,17,437245,91,2.2,7433165,14,1,1
28,4,159521,109,4.3,638084,10,1,1
53,5,47323,124,1.7,236615,4,1,0
36,11,420537,32,4.9,4625907,12,1,1
54,13,267495,85,2.0,3477435,11,0,0
27,13,438025,167,1.1,5694325,9,1,1
21,1,365493,134,3.0,365493,13,1,0
51,14,272182,175,1.6,3810548,2,1,1
18,6,97971,156,4.6,587826,8,0,1
52,19,225765,66,3.5,4289535,3,0,0
35,19,72299,84,1.5,1373681,5,0,0
68,17,85724,142,4.1,1457308,6,0,1
58,10,496963,121,1.7,4969630,6,0,0
61,13,147819,19,4.8,1921647,7,0,1
20,15,484309,145,1.0,7264635,11,0,0
20,8,130398,133,1.1,1043184,2,1,1
56,18,160139,138,4.4,2882502,5,1,1
65,3,129750,86,2.7,389250,1,0,0
32,1,15035,19,5.0,15035,9,1,1
70,11,328249,26,2.6,3610739,3,1,1
19,12,126898,74,2.0,1522776,9,0,0
33,5,117888,61,2.8,589440,7,0,0
31,17,266818,153,3.9,4535906,2,1,1
21,6,382403,45,1.3,2294418,14,0,0
42,19,461069,112,1.2,8760311,7,1,1
46,5,151633,9,3.2,758165,8,0,0
26,5,266277,73,2.9,1331385,8,0,0
48,16,448641,126,3.7,7178256,12,1,1
68,1,106993,106,4.2,106993,7,0,0
22,19,131254,12,3.5,2493826,9,1,1
57,9,307370,151,2.5,2766330,6,1,1
27,8,111590,12,4.3,892720,12,0,1
66,8,468290,4,3.8,3746320,7,1,1
43,17,411959,75,2.4,7003303,11,1,1
35,17,149005,84,2.3,2533085,1,1,1
52,18,74629,174,2.4,1343322,12,1,1
46,10,443994,166,1.0,4439940,1,1,1
62,5,264301,88,4.0,1321505,14,1,1
41,13,345948,128,3.6,4497324,11,0,0
23,13,100423,111,1.6,1305499,2,0,0
67,20,214842,137,2.2,4296840,5,1,1
44,1,462030,48,3.8,462030,3,0,0
62,3,145826,118,2.3,437478,13,1,0
40,14,217213,120,2.5,3040982,2,1,1
50,5,44289,43,2.1,221445,4,0,0
53,3,29178,53,2.9,87534,2,0,0
52,18,78493,90,2.6,1412874,11,0,0
41,14,106491,164,4.2,1490874,14,0,1
69,12,17583,115,3.1,210996,2,1,0
65,18,443938,147,1.8,7990884,12,1,1
22,7,203265,171,1.7,1422855,7,0,0
58,10,485308,86,3.9,4853080,12,1,1
58,5,245493,97,3.8,1227465,4,0,0
20,14,52484,175,1.3,734776,1,0,0
18,20,133544,9,2.7,2670880,8,1,1
34,17,143425,59,3.6,2438225,14,0,0
31,7,211610,73,4.4,1481270,3,1,1
70,15,451738,161,4.2,6776070,13,0,1
53,14,240204,125,3.0,3362856,11,0,0
41,1,373494,124,4.9,373494,5,0,0
28,3,7484,76,4.6,22452,10,1,0
40,18,223549,11,4.4,4023882,3,1,1
39,11,399655,110,3.9,4396205,9,0,0
41,12,183507,68,3.9,2202084,12,1,1
22,17,274140,92,4.7,4660380,11,1,1
44,5,74473,97,2.7,372365,14,1,0
50,19,384172,115,3.6,7299268,13,0,0
47,3,361761,135,3.0,1085283,3,1,0
46,5,140486,36,3.5,702430,3,1,0
25,16,161752,96,3.7,2588032,6,0,0
37,9,30363,20,1.6,273267,5,1,1
55,13,96727,97,5.0,1257451,3,1,1
37,18,145593,43,1.1,2620674,13,1,1
70,4,58737,96,1.3,234948,13,0,0
26,12,483353,94,3.3,5800236,11,0,0
58,9,49115,74,4.1,442035,3,1,1
51,13,491222,104,2.8,6385886,9,0,0
59,5,70702,22,3.3,353510,2,0,0
29,13,394003,139,2.7,5122039,14,0,0
39,18,69910,14,4.5,1258380,14,1,1
19,4,269403,135,4.7,1077612,10,0,0
37,18,32052,146,2.6,576936,9,0,0
53,20,225443,152,3.4,4508860,12,1,1
30,4,351232,90,2.4,1404928,2,1,0
57,6,229499,153,4.2,1376994,1,1,1
50,19,244876,44,4.4,4652644,1,0,1
36,9,74665,48,4.9,671985,13,0,1
35,6,241789,52,3.7,1450734,4,1,1
59,3,84122,17,2.2,252366,6,0,0
29,10,376680,89,3.2,3766800,13,0,0
32,18,266560,99,1.0,4798080,10,1,1
48,2,376615,167,1.5,753230,10,1,0
50,10,303022,151,1.2,3030220,12,1,1
34,4,42062,137,1.4,168248,6,1,0
51,8,407192,77,4.7,3257536,11,0,1
52,7,100738,49,2.6,705166,5,0,0
67,11,7810,119,4.0,85910,12,0,0
55,14,200413,107,1.1,2805782,14,0,0
32,6,91237,141,3.1,547422,13,0,0
53,8,214807,17,2.0,1718456,12,1,1
41,9,424358,16,2.9,3819222,15,0,1
44,3,382358,60,2.3,1147074,3,1,0
31,6,499783,51,1.3,2998698,11,1,1
35,15,141748,79,2.6,2126220,2,0,0
44,14,494386,54,1.1,6921404,12,1,1
37,20,131146,121,1.6,2622920,8,1,1
18,16,396221,48,4.8,6339536,2,1,1
21,3,83677,136,3.7,251031,12,1,0
44,13,174570,3,2.2,2269410,6,1,1
21,6,428466,83,2.7,2570796,5,1,1
40,1,340193,17,2.6,340193,11,0,0
40,3,180592,22,1.0,541776,13,0,0
33,4,290619,146,4.8,1162476,2,0,0
33,8,358652,108,2.3,2869216,8,0,0
70,1,285330,44,1.4,285330,9,1,0
46,19,414825,9,3.6,7881675,5,1,1
65,14,147153,48,2.2,2060142,2,1,1
36,1,339600,56,2.5,339600,12,1,0
35,16,413902,93,2.2,6622432,15,0,0
63,3,51382,114,1.2,154146,6,0,0
49,18,236564,26,4.9,4258152,1,1,1
22,1,224397,12,4.4,224397,14,0,0
26,14,265666,6,1.8,3719324,7,0,1
20,5,408479,28,1.1,2042395,14,1,1
68,11,190577,48,3.0,2096347,5,0,0
69,19,385252,108,1.5,7319788,12,0,0
63,9,93273,57,2.3,839457,14,0,0
39,7,124160,48,3.2,869120,1,1,1
37,3,304378,94,2.3,913134,10,0,0
29,6,186012,75,2.8,1116072,3,0,0
48,19,364185,179,1.1,6919515,4,1,1
23,3,94610,101,2.2,283830,13,0,0
65,2,491716,65,1.9,983432,3,1,0
66,2,209557,35,1.2,419114,11,0,0
64,7,128100,52,1.3,896700,1,0,0
30,1,482634,15,3.6,482634,14,0,0
40,14,422557,113,3.9,5915798,1,1,1
33,10,340130,133,3.0,3401300,13,1,1
31,19,392213,156,1.6,7452047,1,1,1
69,7,48099,129,2.6,336693,1,1,1
65,10,213907,125,5.0,2139070,5,1,1
37,4,202683,91,3.9,810732,4,1,0
39,4,356093,167,1.1,1424372,4,1,0
38,16,336033,123,1.0,5376528,7,0,0
47,20,490925,112,2.2,9818500,8,0,0
57,8,406235,78,3.0,3249880,9,0,0
30,15,107377,180,2.0,1610655,14,1,1
58,1,282037,90,1.5,282037,6,0,0
50,12,196690,16,1.5,2360280,3,0,1
32,5,488264,1,2.2,2441320,13,0,0
29,17,228820,56,4.9,3889940,15,1,1
37,4,150069,1,3.7,600276,9,0,0
55,16,452899,117,3.0,7246384,9,0,0
33,20,298170,77,3.0,5963400,5,1,1
29,20,486376,151,3.9,9727520,10,1,1
30,14,251401,88,1.3,3519614,2,1,1
56,1,53002,38,1.1,53002,3,1,0
46,10,178653,172,4.6,1786530,13,0,1
66,9,135729,134,2.9,1221561,10,0,0
40,17,261618,113,4.9,4447506,8,0,1
63,20,472138,169,4.2,9442760,5,1,1
70,2,178557,12,3.8,357114,11,1,1
44,14,340158,173,1.3,4762212,12,0,0
69,10,147827,117,4.7,1478270,12,1,1
23,17,133663,157,1.9,2272271,12,1,1
60,10,82963,141,3.0,829630,12,0,0
61,10,45801,18,2.0,458010,11,1,1
45,6,239714,128,2.7,1438284,2,1,1
45,11,411940,148,4.1,4531340,12,1,1
56,1,310441,17,3.0,310441,15,0,0
47,16,78197,100,2.5,1251152,3,1,1
47,10,150590,170,2.0,1505900,11,1,1
51,6,173240,20,4.5,1039440,10,0,1
47,19,252946,117,1.9,4805974,15,0,0
43,4,88509,118,1.9,354036,12,1,0
28,10,484435,132,1.1,4844350,10,0,0
25,8,252527,169,2.4,2020216,5,1,1
57,13,341807,105,4.2,4443491,2,1,1
66,3,176431,15,2.4,529293,9,0,0
21,19,48150,29,3.0,914850,5,1,1
66,8,433731,32,3.5,3469848,6,1,1
22,20,394891,26,1.3,7897820,12,0,1
65,20,479364,152,2.1,9587280,7,1,1
20,3,481407,9,3.8,1444221,2,1,1
41,6,468599,143,2.0,2811594,1,0,0
39,2,230742,154,3.2,461484,7,0,0
25,9,415051,16,3.3,3735459,12,0,1
49,11,249989,9,4.4,2749879,5,1,1
65,5,290225,77,4.3,1451125,11,0,0
61,11,213271,148,3.7,2345981,15,1,1
44,19,366264,119,4.0,6959016,15,0,1
63,15,349594,37,3.8,5243910,13,0,0
31,13,45635,52,2.3,593255,12,0,0
52,19,170358,37,3.5,3236802,7,0,0
49,11,91595,157,3.9,1007545,7,1,1
50,1,107590,57,1.2,107590,14,0,0
37,2,419161,91,4.9,838322,1,0,0
66,17,421448,99,3.2,7164616,6,1,1
25,17,327044,124,3.5,5559748,2,1,1
52,20,163254,73,3.5,3265080,9,1,1
29,18,228275,108,1.1,4108950,4,1,1
27,13,369123,125,1.5,4798599,8,1,1
23,5,304584,147,3.4,1522920,13,1,0
67,3,129724,58,1.2,389172,7,1,0
37,9,141112,139,3.1,1270008,13,1,1
54,15,479176,68,4.2,7187640,7,0,1
69,7,289730,157,1.5,2028110,9,1,1
43,11,184924,118,4.0,2034164,12,1,1
48,5,140422,157,2.1,702110,3,1,0
52,5,410058,36,4.5,2050290,6,0,0
18,12,109000,179,2.5,1308000,10,1,1
67,6,13078,26,2.8,78468,11,1,1
57,10,86505,74,3.5,865050,9,1,1
55,6,36729,100,4.5,220374,10,1,1
51,6,260731,54,1.5,1564386,9,0,0
30,14,113628,87,4.2,1590792,10,0,1
43,8,452202,84,1.8,3617616,15,0,0
46,11,44237,98,4.1,486607,6,0,1
70,19,369085,178,4.8,7012615,7,0,1
61,10,47230,112,1.3,472300,15,0,0
27,4,255178,60,3.1,1020712,13,1,0
68,17,372635,77,3.6,6334795,14,0,0
50,11,75842,156,1.2,834262,7,0,0
24,15,350651,170,1.5,5259765,15,1,1
55,4,480127,42,2.1,1920508,12,0,0
26,15,152925,42,2.2,2293875,4,1,1
33,4,215151,113,3.4,860604,7,0,0
39,8,13564,113,2.0,108512,4,1,0
46,20,150347,21,4.3,3006940,3,0,1
56,14,61749,61,1.9,864486,2,1,1
20,5,295537,69,5.0,1477685,12,1,1
27,16,418101,175,2.8,6689616,8,1,1
39,14,151326,124,4.5,2118564,12,1,1
18,4,343951,8,3.9,1375804,3,0,0
56,17,67128,82,2.0,1141176,7,1,1
21,17,71833,153,2.5,1221161,15,0,0
56,14,256907,34,4.5,3596698,5,1,1
60,13,101134,82,3.2,1314742,7,0,0
62,12,147507,48,1.8,1770084,12,0,0
28,5,190625,50,2.3,953125,9,1,0
39,18,231461,2,3.5,4166298,11,1,1
26,7,311404,132,3.7,2179828,12,1,1
32,14,430221,48,4.6,6023094,2,0,1
49,4,459413,92,4.0,1837652,9,0,0
27,3,364740,145,3.7,1094220,5,1,0
24,1,38819,164,3.8,38819,7,0,0
62,20,131867,33,2.4,2637340,5,1,1
34,8,478304,20,3.0,3826432,13,0,1
27,15,277244,111,4.2,4158660,2,0,1
22,3,314285,104,1.9,942855,13,0,0
59,17,39603,91,3.9,673251,7,1,1
28,11,274957,16,1.9,3024527,7,0,1
27,18,430208,158,3.7,7743744,7,0,0
29,10,427987,97,2.5,4279870,13,1,1
64,17,174764,147,3.6,2970988,9,0,0
21,15,44707,76,5.0,670605,13,1,1
61,18,435088,151,4.3,7831584,5,1,1
52,9,153248,157,3.7,1379232,4,0,0
57,6,252062,66,3.8,1512372,9,1,1
50,8,126940,130,1.2,1015520,13,1,1
28,8,340493,47,1.4,2723944,6,1,1
65,2,56518,112,3.1,113036,1,0,0
18,6,377599,29,1.8,2265594,11,1,1
40,20,466078,93,3.8,9321560,3,1,1
36,9,222492,176,2.7,2002428,1,0,0
60,11,492840,81,2.1,5421240,5,0,0
20,11,170378,128,3.9,1874158,3,0,0
70,13,147848,11,3.2,1922024,9,0,1
65,9,131442,76,1.5,1182978,6,0,0
68,5,171997,16,4.7,859985,1,0,1
28,18,365580,97,3.3,6580440,1,0,0
60,18,417047,68,5.0,7506846,13,1,1
57,19,389804,92,4.2,7406276,12,0,1
54,15,305528,22,1.4,4582920,14,0,1
40,18,150311,13,1.2,2705598,11,1,1
68,9,262635,157,1.1,2363715,6,1,1
26,14,154097,28,4.8,2157358,6,1,1
26,5,115616,148,2.8,578080,6,0,0
27,11,427877,150,4.7,4706647,14,1,1
31,11,89125,180,4.3,980375,11,0,1
52,13,12541,161,1.9,163033,6,1,0
35,9,351868,155,1.5,3166812,3,0,0
64,13,226709,127,3.7,2947217,5,0,0
64,18,321035,90,3.5,5778630,9,1,1
31,7,179998,58,2.8,1259986,4,0,0
40,8,244476,155,1.1,1955808,4,0,0
69,10,340080,87,4.6,3400800,12,1,1
62,20,18697,129,3.0,373940,13,0,0
70,12,434098,6,5.0,5209176,8,0,1
70,6,473872,43,1.5,2843232,11,0,0
52,3,424308,144,4.6,1272924,10,0,0
51,14,332972,19,4.2,4661608,9,1,1
65,18,354659,171,4.7,6383862,7,1,1
56,11,99632,134,1.8,1095952,3,1,1
23,16,269270,20,4.3,4308320,15,0,1
40,7,451185,3,2.2,3158295,2,0,1
32,19,213240,115,2.5,4051560,2,0,0
31,11,268400,149,3.6,2952400,12,0,0
59,13,428825,120,2.8,5574725,9,0,0
49,6,439125,121,2.2,2634750,12,0,0
35,18,491245,130,4.6,8842410,14,0,1
18,8,219028,108,3.7,1752224,4,0,0
22,12,264377,106,2.5,3172524,1,0,0
47,4,15447,38,4.3,61788,9,0,0
40,10,428640,109,2.7,4286400,11,0,0
30,10,358661,114,1.8,3586610,11,1,1
28,16,377123,140,1.3,6033968,7,0,0
57,20,281515,32,1.7,5630300,5,0,0
27,2,385305,125,3.5,770610,15,0,0
20,14,160769,23,1.8,2250766,8,0,1
44,12,282390,126,1.2,3388680,13,0,0
21,20,164400,11,2.7,3288000,6,1,1
27,10,42295,84,2.0,422950,7,1,1
54,8,379557,77,1.4,3036456,9,0,0
21,11,132772,112,4.5,1460492,9,1,1
31,3,450573,74,3.0,1351719,13,1,0
31,18,201707,160,4.6,3630726,15,1,1
67,2,412173,96,4.7,824346,13,1,1
69,20,71598,38,1.1,1431960,5,0,0
54,14,186899,115,2.8,2616586,14,0,0
70,14,355228,36,5.0,4973192,11,0,1
60,18,33321,93,3.1,599778,4,0,0
65,8,410490,9,1.7,3283920,9,0,1
49,8,476436,147,1.2,3811488,10,0,0
62,17,458756,155,2.6,7798852,14,0,0
68,19,214761,29,2.0,4080459,15,0,1
33,1,235464,4,2.6,235464,13,1,0
64,17,283773,163,4.6,4824141,1,1,1
68,8,326744,124,3.3,2613952,5,1,1
24,15,173552,149,2.3,2603280,8,1,1
35,11,299990,4,4.8,3299890,1,1,1
51,17,143451,75,4.6,2438667,11,0,1
52,13,289724,151,2.3,3766412,15,1,1
50,13,169873,171,2.3,2208349,14,0,0
37,11,278992,175,1.3,3068912,12,1,1
46,20,6826,53,5.0,136520,9,0,0
52,13,315556,43,4.3,4102228,6,0,1
34,3,336326,34,3.2,1008978,6,0,0
55,16,17890,48,1.5,286240,8,0,0
42,17,75399,152,4.0,1281783,7,1,1
53,1,221170,17,2.5,221170,8,1,0
61,2,213026,178,4.4,426052,6,0,0
42,8,217268,161,4.2,1738144,8,1,1
47,15,33346,47,2.7,500190,8,0,0
41,15,326331,105,3.0,4894965,12,0,0
37,11,444216,15,3.9,4886376,2,0,1
54,19,286244,144,2.1,5438636,15,1,1
62,10,362849,82,4.8,3628490,10,1,1
29,8,270269,112,4.9,2162152,10,1,1
58,16,330704,134,3.3,5291264,15,1,1
65,16,184530,105,3.8,2952480,13,1,1
59,11,182172,8,1.9,2003892,1,0,1
70,3,230302,141,2.7,690906,14,1,0
18,13,275606,12,1.7,3582878,5,0,1
64,9,133515,140,2.2,1201635,10,0,0
36,11,99595,147,4.1,1095545,8,0,1
67,6,118236,40,3.1,709416,10,1,1
43,2,152071,110,4.9,304142,11,0,0
23,13,25895,67,3.4,336635,1,0,0
23,5,153120,25,2.9,765600,7,0,0
21,16,101244,153,4.0,1619904,8,1,1
37,15,102761,102,2.8,1541415,1,1,1
37,6,257547,95,2.5,1545282,14,0,0
20,19,8333,52,1.9,158327,14,0,0
56,5,231096,13,3.1,1155480,3,1,1
30,2,269275,4,2.6,538550,1,1,1
66,11,324351,164,1.0,3567861,1,0,0
63,20,142595,55,4.1,2851900,3,0,1
22,1,180317,176,4.4,180317,4,0,0
39,9,393022,179,3.7,3537198,4,0,0
24,4,251315,173,4.3,1005260,10,0,0
47,9,50304,88,2.0,452736,12,0,0
39,5,119139,49,3.8,595695,8,1,0
69,15,183392,119,1.8,2750880,7,1,1
54,10,9536,78,1.2,95360,7,1,0
28,1,308956,33,2.9,308956,6,1,0
30,5,64958,130,1.9,324790,11,1,0
27,3,276264,120,4.1,828792,9,0,0
58,3,93767,89,1.1,281301,13,1,0
50,19,222614,49,3.0,4229666,4,0,0
70,15,262921,29,4.2,3943815,15,0,1
68,17,153417,161,4.2,2608089,13,1,1
63,9,70821,157,1.6,637389,8,0,0
18,4,144630,44,3.1,578520,8,0,0
32,13,419065,36,4.6,5447845,1,1,1
59,10,307136,83,2.5,3071360,5,0,0
61,3,157304,54,1.7,471912,2,1,0
50,3,400300,27,1.2,1200900,3,0,0
30,15,423964,69,3.2,6359460,11,0,0
35,6,258425,85,3.8,1550550,9,1,1
42,3,461837,24,4.6,1385511,14,0,1
69,20,211887,112,1.7,4237740,2,1,1
63,20,257977,136,2.3,5159540,15,0,0
26,16,253591,105,3.3,4057456,6,0,0
46,12,335106,68,2.4,4021272,7,1,1
60,3,341491,134,3.3,1024473,10,1,0
31,7,367397,99,1.3,2571779,9,0,0
25,14,165087,108,1.5,2311218,10,1,1
49,14,316998,33,3.4,4437972,1,0,0
63,20,445374,135,4.1,8907480,9,0,1
44,3,53085,21,3.0,159255,15,1,0
36,10,368856,17,2.0,3688560,3,0,1
54,19,84358,141,4.7,1602802,10,1,1
29,18,334783,29,3.2,6026094,7,1,1
34,9,406731,2,4.9,3660579,4,1,1
54,1,322320,99,1.0,322320,4,0,0
50,20,125222,22,2.4,2504440,2,0,1
45,14,228643,113,1.2,3201002,13,0,0
23,4,492008,48,2.4,1968032,9,1,0
70,4,120725,157,4.3,482900,10,0,0
29,11,224253,122,1.6,2466783,9,1,1
37,9,282639,134,2.9,2543751,1,1,1
47,1,154446,128,3.4,154446,13,0,0
36,20,206976,167,1.9,4139520,2,1,1
64,8,138454,94,2.9,1107632,3,1,1
40,16,88903,149,2.1,1422448,13,1,1
19,13,478500,59,4.2,6220500,15,1,1
69,15,313809,170,4.6,4707135,8,1,1
52,20,357800,178,3.6,7156000,15,1,1
19,3,474604,58,3.9,1423812,13,1,0
37,16,14430,67,4.0,230880,7,1,1
31,14,462561,165,1.5,6475854,9,1,1
37,11,362957,150,1.8,3992527,12,1,1
45,5,354137,147,2.0,1770685,12,1,0
67,6,78336,145,1.9,470016,5,0,0
54,19,430343,78,2.0,8176517,9,0,0
19,3,414657,145,3.6,1243971,13,0,0
64,13,227242,14,2.5,2954146,5,0,1
40,6,143432,109,1.8,860592,2,1,1
64,2,361118,52,1.6,722236,14,1,0
69,18,58089,35,4.5,1045602,1,0,1
38,12,232882,107,4.2,2794584,1,1,1
30,20,313660,153,3.4,6273200,1,1,1
33,18,487677,34,4.2,8778186,14,1,1
57,16,336601,33,1.1,5385616,8,1,1
22,15,71057,117,4.7,1065855,2,0,1
26,7,474796,152,4.8,3323572,6,0,1
48,5,343627,19,1.9,1718135,13,1,1
34,12,267455,47,4.7,3209460,12,0,1
25,11,387623,144,4.8,4263853,3,0,1
59,17,320998,147,2.7,5456966,14,0,0
45,5,73462,176,3.9,367310,14,1,0
49,20,62944,78,3.0,1258880,5,1,1
24,14,366481,139,4.4,5130734,8,0,1
68,16,63565,9,1.1,1017040,15,1,1
61,11,375222,76,2.7,4127442,15,1,1
52,19,365171,154,3.9,6938249,14,0,0
65,2,416438,95,3.1,832876,15,1,0
35,13,385941,42,2.2,5017233,8,0,0
47,15,42121,67,4.6,631815,5,0,1
22,15,494844,1,1.2,7422660,5,0,1
42,18,86004,151,1.4,1548072,11,0,0
36,14,354450,75,4.0,4962300,8,1,1
42,1,192344,100,3.1,192344,10,1,0
65,4,479823,62,2.7,1919292,14,1,0
37,1,20819,81,3.5,20819,14,1,0
23,7,89458,70,4.6,626206,12,0,1
62,12,215145,163,2.2,2581740,12,1,1
24,18,396553,125,3.6,7137954,9,1,1
51,13,257396,145,2.6,3346148,8,0,0
21,13,157176,115,2.1,2043288,4,1,1
61,17,134635,17,1.6,2288795,11,0,1
26,7,451779,117,2.1,3162453,1,0,0
31,4,239372,126,3.0,957488,7,1,0
42,10,489730,126,2.1,4897300,15,0,0
60,1,15606,53,2.7,15606,8,1,0
24,16,470919,171,4.6,7534704,13,0,1
41,9,418856,120,3.4,3769704,9,1,1
33,2,349278,136,1.7,698556,13,1,0
18,20,230786,69,4.5,4615720,2,0,1
23,16,305407,85,4.4,4886512,8,0,1
33,19,150254,124,3.3,2854826,14,1,1
47,3,429964,34,2.7,1289892,14,1,0
31,18,237888,50,2.9,4281984,14,0,0
33,10,362284,52,1.2,3622840,8,1,1
46,13,19680,84,2.2,255840,13,0,0
39,5,91376,30,3.3,456880,15,1,0
19,3,33969,89,1.2,101907,12,1,0
32,16,482568,91,4.0,7721088,4,1,1
25,13,410167,115,2.0,5332171,13,0,0
28,1,30889,93,4.2,30889,15,1,0
49,10,455246,160,3.3,4552460,11,0,0
33,19,223639,114,4.3,4249141,4,0,1
39,13,377336,99,2.6,4905368,3,1,1
20,20,222110,52,4.8,4442200,6,1,1
29,17,436503,50,2.0,7420551,9,1,1
55,4,377163,105,2.1,1508652,5,0,0
56,16,288298,56,3.7,4612768,3,1,1
26,5,101282,177,3.9,506410,4,0,0
56,4,443227,65,4.7,1772908,12,1,1
65,16,180716,170,1.4,2891456,6,0,0
35,7,223374,122,2.9,1563618,5,0,0
52,10,83580,23,4.2,835800,1,1,1
42,12,249574,161,4.9,2994888,3,0,1
35,13,224876,174,2.3,2923388,4,0,0
49,13,455166,89,2.9,5917158,3,0,0
